name,url,rating,type,grade,pitches,length,latitude,longitude,votes,state,gorge,area,crag,subcrag,yds,protection
Kentucky Pinstripe,https://www.mountainproject.com/route/105880920/kentucky-pinstripe,2.7,Sport,5.10a,1,80.0,37.75162,-83.65731,211,Kentucky,Red River Gorge,Global Village,,,10.0,
Loosen Up,https://www.mountainproject.com/route/106109316/loosen-up,2.7,Sport,5.10b,1,50.0,37.75162,-83.65731,81,Kentucky,Red River Gorge,Global Village,,,10.0,
Dog Fight (a.k.a. Circa Man),https://www.mountainproject.com/route/107622069/dog-fight-aka-circa-man,2.8,Sport,5.10d,1,60.0,37.75162,-83.65731,19,Kentucky,Red River Gorge,Global Village,,,10.0,
Out For Justice,https://www.mountainproject.com/route/106123164/out-for-justice,3.6,Sport,5.11b,1,65.0,37.75162,-83.65731,25,Kentucky,Red River Gorge,Global Village,,,11.0,
Disappearer,https://www.mountainproject.com/route/106309912/disappearer,2.8,Sport,5.11c,1,70.0,37.75162,-83.65731,40,Kentucky,Red River Gorge,Global Village,,,11.0,
Chem Studs,https://www.mountainproject.com/route/106837601/chem-studs,2.0,Sport,5.10a,1,35.0,37.86342,-83.67403,30,Kentucky,Red River Gorge,Pistol Ridge,,,10.0,
Way of the Peaceful Warrior,https://www.mountainproject.com/route/115785913/way-of-the-peaceful-warrior,2.0,Trad,5.10a,1,55.0,37.86342,-83.67403,1,Kentucky,Red River Gorge,Pistol Ridge,,,10.0,
Black Friday,https://www.mountainproject.com/route/111927066/black-friday,3.0,Trad,5.10b,1,60.0,37.86342,-83.67403,2,Kentucky,Red River Gorge,Pistol Ridge,,,10.0,
Armed,https://www.mountainproject.com/route/107639233/armed,2.0,Trad,5.10b,1,55.0,37.86342,-83.67403,2,Kentucky,Red River Gorge,Pistol Ridge,,,10.0,
A Fresh Start,https://www.mountainproject.com/route/108877939/a-fresh-start,2.3,Trad,5.10c,1,40.0,37.86342,-83.67403,3,Kentucky,Red River Gorge,Pistol Ridge,,,10.0,
Cruising Lane,https://www.mountainproject.com/route/105866423/cruising-lane,3.2,Trad,5.10a,1,80.0,37.8029,-83.5762,85,Kentucky,Red River Gorge,Funk Rock City,,,10.0,
Headstone Surfer,https://www.mountainproject.com/route/105866439/headstone-surfer,3.6,Trad,5.10a,1,90.0,37.8029,-83.5762,87,Kentucky,Red River Gorge,Funk Rock City,,,10.0,
Manic Impression,https://www.mountainproject.com/route/105866451/manic-impression,3.1,Sport,5.10a,1,95.0,37.8029,-83.5762,123,Kentucky,Red River Gorge,Funk Rock City,,,10.0,
Funkadelic,https://www.mountainproject.com/route/105866459/funkadelic,3.0,Sport,5.10b,1,95.0,37.8029,-83.5762,96,Kentucky,Red River Gorge,Funk Rock City,,,10.0,
Goodstone,https://www.mountainproject.com/route/105867546/goodstone,3.1,Trad,5.10c/d,1,80.0,37.8029,-83.5762,35,Kentucky,Red River Gorge,Funk Rock City,,,10.0,
Red Hot Chilli Pepper,https://www.mountainproject.com/route/105869231/red-hot-chilli-pepper,3.0,Trad,5.10d,1,90.0,37.8029,-83.5762,18,Kentucky,Red River Gorge,Funk Rock City,,,10.0,
Emphysema,https://www.mountainproject.com/route/111843514/emphysema,3.0,Trad,5.11a,1,85.0,37.8029,-83.5762,1,Kentucky,Red River Gorge,Funk Rock City,,,11.0,
Prime Directive,https://www.mountainproject.com/route/105869244/prime-directive,3.5,Sport,5.11b,1,100.0,37.8029,-83.5762,73,Kentucky,Red River Gorge,Funk Rock City,,,11.0,
Eye of the Needle,https://www.mountainproject.com/route/106282978/eye-of-the-needle,3.5,Sport,5.11b,1,85.0,37.8029,-83.5762,107,Kentucky,Red River Gorge,Funk Rock City,,,11.0,
Smokin' Joe,https://www.mountainproject.com/route/106282997/smokin-joe,3.0,Sport,5.11b,1,80.0,37.8029,-83.5762,15,Kentucky,Red River Gorge,Funk Rock City,,,11.0,
L'ile Au Ciel,https://www.mountainproject.com/route/105868726/lile-au-ciel,3.4,Sport,5.11c,1,50.0,37.8029,-83.5762,11,Kentucky,Red River Gorge,Funk Rock City,,,11.0,
There Goes the Neighborhood,https://www.mountainproject.com/route/106283004/there-goes-the-neighborhood,3.5,Sport,5.11c,1,95.0,37.8029,-83.5762,63,Kentucky,Red River Gorge,Funk Rock City,,,11.0,
The Infidel,https://www.mountainproject.com/route/107122332/the-infidel,3.7,Sport,5.11d,1,75.0,37.8029,-83.5762,58,Kentucky,Red River Gorge,Funk Rock City,,,11.0,
The Return of Geoff Beene,https://www.mountainproject.com/route/106166709/the-return-of-geoff-beene,3.6,Trad,5.10b/c,1,60.0,37.81309,-83.58575,21,Kentucky,Red River Gorge,Western Sky Bridge Ridge,,,10.0,
The Big Bang,https://www.mountainproject.com/route/115378797/the-big-bang,1.7,Trad,5.10c X,1,50.0,37.81596,-83.58104,3,Kentucky,Red River Gorge,Eastern Sky Bridge Ridge,,,10.0,X
Doppler Effect,https://www.mountainproject.com/route/105870316/doppler-effect,3.5,Trad,5.10c,1,50.0,37.81596,-83.58104,46,Kentucky,Red River Gorge,Eastern Sky Bridge Ridge,,,10.0,
Jack in the Pulpit,https://www.mountainproject.com/route/105917977/jack-in-the-pulpit,3.0,Sport,5.10d,1,70.0,37.81596,-83.58104,96,Kentucky,Red River Gorge,Eastern Sky Bridge Ridge,,,10.0,
Inhibitor,https://www.mountainproject.com/route/105917957/inhibitor,4.0,Trad,5.11a PG13,1,100.0,37.81596,-83.58104,30,Kentucky,Red River Gorge,Eastern Sky Bridge Ridge,,,11.0,PG13
Super Dario,https://www.mountainproject.com/route/106121898/super-dario,3.5,Sport,5.11a,1,70.0,37.81596,-83.58104,108,Kentucky,Red River Gorge,Eastern Sky Bridge Ridge,,,11.0,
King Me,https://www.mountainproject.com/route/105964688/king-me,3.8,Sport,5.11b,1,90.0,37.81596,-83.58104,131,Kentucky,Red River Gorge,Eastern Sky Bridge Ridge,,,11.0,
Commencement,https://www.mountainproject.com/route/105917962/commencement,2.7,Sport,5.11c,1,90.0,37.81596,-83.58104,30,Kentucky,Red River Gorge,Eastern Sky Bridge Ridge,,,11.0,
Sick Puppies,https://www.mountainproject.com/route/108392771/sick-puppies,2.9,Sport,5.11c,1,45.0,37.81596,-83.58104,12,Kentucky,Red River Gorge,Eastern Sky Bridge Ridge,,,11.0,
Corpus Delicti,https://www.mountainproject.com/route/111889920/corpus-delicti,3.0,Sport,5.11d,1,70.0,37.81596,-83.58104,3,Kentucky,Red River Gorge,Eastern Sky Bridge Ridge,,,11.0,
Dave the Dude,https://www.mountainproject.com/route/106169442/dave-the-dude,3.7,Sport,5.11d,1,70.0,37.81596,-83.58104,58,Kentucky,Red River Gorge,Eastern Sky Bridge Ridge,,,11.0,
Martin Rides Again,https://www.mountainproject.com/route/107433601/martin-rides-again,3.1,Sport,5.11d,1,70.0,37.81596,-83.58104,20,Kentucky,Red River Gorge,Eastern Sky Bridge Ridge,,,11.0,
Anne's Crack,https://www.mountainproject.com/route/106457752/annes-crack,1.0,Trad,5.10a,1,45.0,37.82476,-83.54807,2,Kentucky,Red River Gorge,Wall of Denial,,,10.0,
Sisyphean Labor,https://www.mountainproject.com/route/116644561/sisyphean-labor,2.0,Trad,5.10a,1,70.0,37.82476,-83.54807,1,Kentucky,Red River Gorge,Wall of Denial,,,10.0,
Toxic Avenger,https://www.mountainproject.com/route/105880984/toxic-avenger,3.3,Sport,5.10d,1,60.0,37.82476,-83.54807,17,Kentucky,Red River Gorge,Wall of Denial,,,10.0,
Cold Shot,https://www.mountainproject.com/route/105870306/cold-shot,2.0,Sport,5.11a,1,100.0,37.82476,-83.54807,3,Kentucky,Red River Gorge,Wall of Denial,,,11.0,
11:11,https://www.mountainproject.com/route/106282961/1111,2.5,Trad,5.11b,1,60.0,37.82476,-83.54807,2,Kentucky,Red River Gorge,Wall of Denial,,,11.0,
Day Tripping,https://www.mountainproject.com/route/107051854/day-tripping,4.0,Trad,5.10,3,250.0,37.82621,-83.5621,17,Kentucky,Red River Gorge,Eagle Point Buttress,,,10.0,
Captain One Eye,https://www.mountainproject.com/route/105870336/captain-one-eye,2.4,Sport,5.10a,1,70.0,37.90083,-83.63815,26,Kentucky,Red River Gorge,Purple Valley,,,10.0,
Social Butterfly,https://www.mountainproject.com/route/106176798/social-butterfly,2.5,Trad,5.10a,1,25.0,37.90083,-83.63815,11,Kentucky,Red River Gorge,Purple Valley,,,10.0,
5.11 Jimmy and Spike Go Craggin',https://www.mountainproject.com/route/106176804/511-jimmy-and-spike-go-craggin,2.5,Sport,5.10b,1,40.0,37.90083,-83.63815,11,Kentucky,Red River Gorge,Purple Valley,,,10.0,
A Way of Life,https://www.mountainproject.com/route/107717986/a-way-of-life,2.2,Sport,5.10b,1,60.0,37.90083,-83.63815,6,Kentucky,Red River Gorge,Purple Valley,,,10.0,
Come In Your Lycra,https://www.mountainproject.com/route/105977711/come-in-your-lycra,3.1,Sport,5.10b,1,45.0,37.90083,-83.63815,28,Kentucky,Red River Gorge,Purple Valley,,,10.0,
Coffee Talk,https://www.mountainproject.com/route/106641255/coffee-talk,1.9,Sport,5.10c,1,60.0,37.90083,-83.63815,16,Kentucky,Red River Gorge,Purple Valley,,,10.0,
Pleasant Surprise,https://www.mountainproject.com/route/106176791/pleasant-surprise,3.0,Trad,5.11a,1,50.0,37.90083,-83.63815,1,Kentucky,Red River Gorge,Purple Valley,,,11.0,
Delusions of Grandeur,https://www.mountainproject.com/route/106641263/delusions-of-grandeur,2.6,Sport,5.11b,1,60.0,37.90083,-83.63815,7,Kentucky,Red River Gorge,Purple Valley,,,11.0,
Electric Cowboy,https://www.mountainproject.com/route/105917907/electric-cowboy,3.6,Sport,5.11b,1,70.0,37.90083,-83.63815,28,Kentucky,Red River Gorge,Purple Valley,,,11.0,
Burden of Dreams,https://www.mountainproject.com/route/108343367/burden-of-dreams,3.0,Trad,5.11c,2,80.0,37.90083,-83.63815,2,Kentucky,Red River Gorge,Purple Valley,,,11.0,
The Love Shack,https://www.mountainproject.com/route/106641271/the-love-shack,2.4,Sport,5.11c,1,30.0,37.90083,-83.63815,5,Kentucky,Red River Gorge,Purple Valley,,,11.0,
Chickenhead Better Than No Head,https://www.mountainproject.com/route/107334506/chickenhead-better-than-no-head,1.0,Trad,5.10a R,1,60.0,37.8927,-83.6519,1,Kentucky,Red River Gorge,Dip Wall,,,10.0,R
Logic and Proportion,https://www.mountainproject.com/route/107334531/logic-and-proportion,2.4,Trad,5.10a PG13,1,60.0,37.8927,-83.6519,5,Kentucky,Red River Gorge,Dip Wall,,,10.0,PG13
Sam I Am,https://www.mountainproject.com/route/107884601/sam-i-am,3.3,Trad,5.10d,1,60.0,37.8927,-83.6519,3,Kentucky,Red River Gorge,Dip Wall,,,10.0,
Griptospuridiam,https://www.mountainproject.com/route/107334542/griptospuridiam,2.0,Trad,5.11b,1,60.0,37.8927,-83.6519,3,Kentucky,Red River Gorge,Dip Wall,,,11.0,
Sylvester McMonkey McBean (aka Snitches),https://www.mountainproject.com/route/108192487/sylvester-mcmonkey-mcbean-aka-snitches,3.0,Trad,5.11,1,100.0,37.8927,-83.6519,1,Kentucky,Red River Gorge,Dip Wall,,,11.0,
Dead Deer,https://www.mountainproject.com/route/105917885/dead-deer,1.0,Trad,5.10a X,1,40.0,37.8732,-83.6678,1,Kentucky,Red River Gorge,Jazz Rock,,,10.0,X
Long Live Trad,https://www.mountainproject.com/route/105869204/long-live-trad,3.5,Trad,5.10c,1,70.0,37.8732,-83.6678,2,Kentucky,Red River Gorge,Jazz Rock,,,10.0,
Prozac Nation,https://www.mountainproject.com/route/105869223/prozac-nation,1.0,Trad,5.10+ X,1,80.0,37.87355,-83.66425,1,Kentucky,Red River Gorge,Willie's Wall,,,10.0,X
To Defy The Laws Of Tradition,https://www.mountainproject.com/route/105860648/to-defy-the-laws-of-tradition,3.3,Sport,5.10a,1,60.0,37.81449,-83.66388,549,Kentucky,Red River Gorge,Left Flank,,,10.0,
Fast Food Christians,https://www.mountainproject.com/route/105860661/fast-food-christians,1.8,Sport,5.10a,1,,37.81449,-83.66388,145,Kentucky,Red River Gorge,Left Flank,,,10.0,
Trad Boy Go,https://www.mountainproject.com/route/115353864/trad-boy-go,3.0,Trad,5.11a,1,70.0,37.81449,-83.66388,1,Kentucky,Red River Gorge,Left Flank,,,11.0,
Maypop,https://www.mountainproject.com/route/105860735/maypop,2.1,Sport,5.11a,1,65.0,37.81449,-83.66388,110,Kentucky,Red River Gorge,Left Flank,,,11.0,
Henry,https://www.mountainproject.com/route/105867536/henry,3.0,Sport,5.11b,1,50.0,37.81449,-83.66388,73,Kentucky,Red River Gorge,Left Flank,,,11.0,
Aquaduck Pocket,https://www.mountainproject.com/route/105866361/aquaduck-pocket,2.6,Sport,5.11b,1,50.0,37.81449,-83.66388,141,Kentucky,Red River Gorge,Left Flank,,,11.0,
Relaxed Atmoshere,https://www.mountainproject.com/route/105866366/relaxed-atmoshere,2.3,Sport,5.11,1,60.0,37.81449,-83.66388,43,Kentucky,Red River Gorge,Left Flank,,,11.0,
Third World Lover,https://www.mountainproject.com/route/105866371/third-world-lover,2.1,Sport,5.11c,1,60.0,37.81449,-83.66388,28,Kentucky,Red River Gorge,Left Flank,,,11.0,
Unsportsmanlike Conduct,https://www.mountainproject.com/route/111748094/unsportsmanlike-conduct,3.3,Trad,5.11c,1,50.0,37.81449,-83.66388,3,Kentucky,Red River Gorge,Left Flank,,,11.0,
Stay Left,https://www.mountainproject.com/route/105870266/stay-left,1.7,Sport,5.10a,1,50.0,37.8159,-83.66918000000003,120,Kentucky,Red River Gorge,Military Wall,,,10.0,
Jungle Beat,https://www.mountainproject.com/route/105870026/jungle-beat,3.8,Trad,5.10a,2,200.0,37.8159,-83.66918000000003,42,Kentucky,Red River Gorge,Military Wall,,,10.0,
Subatomic Fingerlock (closed),https://www.mountainproject.com/route/105885169/subatomic-fingerlock-closed,2.5,Trad,5.10a,1,35.0,37.8159,-83.66918000000003,10,Kentucky,Red River Gorge,Military Wall,,,10.0,
Not Worth It,https://www.mountainproject.com/route/112256699/not-worth-it,3.0,Trad,5.10b,1,60.0,37.8159,-83.66918000000003,2,Kentucky,Red River Gorge,Military Wall,,,10.0,
Danita Dolores,https://www.mountainproject.com/route/105870198/danita-dolores,2.5,Sport,5.10,1,60.0,37.8159,-83.66918000000003,47,Kentucky,Red River Gorge,Military Wall,,,10.0,
In the Light,https://www.mountainproject.com/route/105891681/in-the-light,2.5,Sport,5.10c,1,50.0,37.8159,-83.66918000000003,155,Kentucky,Red River Gorge,Military Wall,,,10.0,
Beene Material,https://www.mountainproject.com/route/105885175/beene-material,2.3,Trad,5.10c,1,70.0,37.8159,-83.66918000000003,7,Kentucky,Red River Gorge,Military Wall,,,10.0,
BeeneStalker (closed),https://www.mountainproject.com/route/105870205/beenestalker-closed,3.8,Trad,5.10d PG13,1,70.0,37.8159,-83.66918000000003,4,Kentucky,Red River Gorge,Military Wall,,,10.0,PG13
Possum Lips,https://www.mountainproject.com/route/105870248/possum-lips,2.6,Sport,5.10d,1,50.0,37.8159,-83.66918000000003,177,Kentucky,Red River Gorge,Military Wall,,,10.0,
Another Doug Reed Route,https://www.mountainproject.com/route/105870243/another-doug-reed-route,3.0,Sport,5.11-,1,65.0,37.8159,-83.66918000000003,114,Kentucky,Red River Gorge,Military Wall,,,11.0,
Left Turret,https://www.mountainproject.com/route/105939731/left-turret,2.5,Sport,5.11b,1,50.0,37.8159,-83.66918000000003,11,Kentucky,Red River Gorge,Military Wall,,,11.0,
Parting Gift,https://www.mountainproject.com/route/106123184/parting-gift,2.8,Sport,5.11b,1,55.0,37.8159,-83.66918000000003,14,Kentucky,Red River Gorge,Military Wall,,,11.0,
Fuzzy Undercling,https://www.mountainproject.com/route/105870256/fuzzy-undercling,3.5,Sport,5.11b,1,60.0,37.8159,-83.66918000000003,521,Kentucky,Red River Gorge,Military Wall,,,11.0,
Bozo's Bogus Booty Biner (BBBB),https://www.mountainproject.com/route/106731301/bozos-bogus-booty-biner-bbbb,3.0,Sport,5.11c,1,70.0,37.8159,-83.66918000000003,21,Kentucky,Red River Gorge,Military Wall,,,11.0,
Minimum Creep,https://www.mountainproject.com/route/106574382/minimum-creep,2.9,Sport,5.11c,1,60.0,37.8159,-83.66918000000003,23,Kentucky,Red River Gorge,Military Wall,,,11.0,
All Things Considered,https://www.mountainproject.com/route/106641238/all-things-considered,3.8,Sport,5.11d,1,55.0,37.8159,-83.66918000000003,50,Kentucky,Red River Gorge,Military Wall,,,11.0,
Forearm Follies,https://www.mountainproject.com/route/106061926/forearm-follies,3.3,Sport,5.11d,1,100.0,37.8159,-83.66918000000003,50,Kentucky,Red River Gorge,Military Wall,,,11.0,
Jac Mac (closed),https://www.mountainproject.com/route/105870220/jac-mac-closed,3.5,Sport,5.11d,1,60.0,37.8159,-83.66918000000003,4,Kentucky,Red River Gorge,Military Wall,,,11.0,
Government Cheese,https://www.mountainproject.com/route/107195878/government-cheese,3.1,Sport,5.11d,1,60.0,37.8159,-83.66918000000003,13,Kentucky,Red River Gorge,Military Wall,,,11.0,
Kool Aid,https://www.mountainproject.com/route/112553111/kool-aid,3.0,Trad,5.11b,1,60.0,37.83208,-83.61244,1,Kentucky,Red River Gorge,Jewel Pinnacle,,,11.0,
Fading Memory,https://www.mountainproject.com/route/105889556/fading-memory,1.0,Trad,5.10- R,1,70.0,37.83768,-83.64701,1,Kentucky,Red River Gorge,Fortress Wall,,,10.0,R
Where Lizards Dare,https://www.mountainproject.com/route/105919793/where-lizards-dare,3.6,Trad,5.10b A2,1,70.0,37.83768,-83.64701,79,Kentucky,Red River Gorge,Fortress Wall,,,10.0,
Serpent,https://www.mountainproject.com/route/105919564/serpent,2.5,Trad,5.10b R,1,60.0,37.83768,-83.64701,6,Kentucky,Red River Gorge,Fortress Wall,,,10.0,R
The After Party,https://www.mountainproject.com/route/113952079/the-after-party,4.0,Trad,5.10b,1,90.0,37.83768,-83.64701,1,Kentucky,Red River Gorge,Fortress Wall,,,10.0,
Lost in Space,https://www.mountainproject.com/route/112040438/lost-in-space,2.0,Trad,5.10b,1,150.0,37.83768,-83.64701,2,Kentucky,Red River Gorge,Fortress Wall,,,10.0,
The Battlement,https://www.mountainproject.com/route/105870284/the-battlement,2.3,Trad,5.10+,2,60.0,37.83768,-83.64701,4,Kentucky,Red River Gorge,Fortress Wall,,,10.0,
Thunder Chicken,https://www.mountainproject.com/route/110268453/thunder-chicken,3.7,Trad,5.11a,1,50.0,37.83768,-83.64701,9,Kentucky,Red River Gorge,Fortress Wall,,,11.0,
Grand Bazaar,https://www.mountainproject.com/route/108255409/grand-bazaar,2.0,Trad,5.10a,1,65.0,37.84495,-83.64369,6,Kentucky,Red River Gorge,Phantasia,,,10.0,
Perverse Intentions,https://www.mountainproject.com/route/106727865/perverse-intentions,2.2,Sport,5.10a/b,1,40.0,37.84495,-83.64369,71,Kentucky,Red River Gorge,Phantasia,,,10.0,
Overlord,https://www.mountainproject.com/route/106149038/overlord,2.7,Sport,5.10b,1,50.0,37.84495,-83.64369,209,Kentucky,Red River Gorge,Phantasia,,,10.0,
Creep Show,https://www.mountainproject.com/route/105889540/creep-show,3.4,Sport,5.10d,1,70.0,37.84495,-83.64369,262,Kentucky,Red River Gorge,Phantasia,,,10.0,
Count Floyd Show,https://www.mountainproject.com/route/105889544/count-floyd-show,3.0,Sport,5.11b,1,70.0,37.84495,-83.64369,106,Kentucky,Red River Gorge,Phantasia,,,11.0,
Fallout,https://www.mountainproject.com/route/105872771/fallout,2.5,Trad,5.10a,1,60.0,37.8199,-83.62200000000001,2,Kentucky,Red River Gorge,Half Moon Rock,,,10.0,
Air Ride Equipped,https://www.mountainproject.com/route/106586504/air-ride-equipped,3.6,Sport,5.11a,1,65.0,37.73372,-83.63884,562,Kentucky,Red River Gorge,Muir Valley,The Solarium,,11.0,
Banshee,https://www.mountainproject.com/route/106333612/banshee,3.9,Sport,5.11c,1,100.0,37.73372,-83.63884,315,Kentucky,Red River Gorge,Muir Valley,The Solarium,,11.0,
Manifest Destiny,https://www.mountainproject.com/route/106316623/manifest-destiny,3.1,Sport,5.11d,1,70.0,37.73372,-83.63884,121,Kentucky,Red River Gorge,Muir Valley,The Solarium,,11.0,
Tradisfaction,https://www.mountainproject.com/route/106065691/tradisfaction,3.5,Trad,5.10a/b,1,80.0,37.73169,-83.63221,50,Kentucky,Red River Gorge,Muir Valley,The Stadium,,10.0,
No Bones About It,https://www.mountainproject.com/route/106059211/no-bones-about-it,2.6,Trad,5.10b,1,90.0,37.73169,-83.63221,18,Kentucky,Red River Gorge,Muir Valley,The Stadium,,10.0,
Augenblick,https://www.mountainproject.com/route/106059358/augenblick,3.0,Sport,5.10c,1,80.0,37.73169,-83.63221,8,Kentucky,Red River Gorge,Muir Valley,The Stadium,,10.0,
Scrumbulglazer,https://www.mountainproject.com/route/106059217/scrumbulglazer,2.4,Sport,5.10c,1,65.0,37.73169,-83.63221,23,Kentucky,Red River Gorge,Muir Valley,The Stadium,,10.0,
Psycho Billy Cadillac,https://www.mountainproject.com/route/113867044/psycho-billy-cadillac,2.0,Trad,5.10+,1,95.0,37.73169,-83.63221,1,Kentucky,Red River Gorge,Muir Valley,The Stadium,,10.0,
Treetop Terror,https://www.mountainproject.com/route/106065250/treetop-terror,2.5,Trad,5.10d,1,,37.73169,-83.63221,2,Kentucky,Red River Gorge,Muir Valley,The Stadium,,10.0,
Melancholy Mechanics,https://www.mountainproject.com/route/106059221/melancholy-mechanics,2.5,Sport,5.10d,1,65.0,37.73169,-83.63221,14,Kentucky,Red River Gorge,Muir Valley,The Stadium,,10.0,
Ascentuality,https://www.mountainproject.com/route/106059353/ascentuality,3.3,Trad,5.11a,1,70.0,37.73169,-83.63221,7,Kentucky,Red River Gorge,Muir Valley,The Stadium,,11.0,
Kentucky Waterfall,https://www.mountainproject.com/route/107624314/kentucky-waterfall,3.0,Trad,5.11a,1,,37.73169,-83.63221,7,Kentucky,Red River Gorge,Muir Valley,The Stadium,,11.0,
Tug-O-War,https://www.mountainproject.com/route/106065237/tug-o-war,3.1,Sport,5.11b,1,80.0,37.73169,-83.63221,11,Kentucky,Red River Gorge,Muir Valley,The Stadium,,11.0,
Areterection,https://www.mountainproject.com/route/106065258/areterection,3.4,Sport,5.11c,1,80.0,37.73169,-83.63221,19,Kentucky,Red River Gorge,Muir Valley,The Stadium,,11.0,
Rat Stew,https://www.mountainproject.com/route/106061906/rat-stew,3.1,Sport,5.10a,1,75.0,37.72482,-83.62612,483,Kentucky,Red River Gorge,Muir Valley,Bruise Brothers Wall,,10.0,
Redriveroutdoors.com,https://www.mountainproject.com/route/106727830/redriveroutdoorscom,2.0,Sport,5.10a,1,30.0,37.72482,-83.62612,70,Kentucky,Red River Gorge,Muir Valley,Bruise Brothers Wall,,10.0,
Little Viper,https://www.mountainproject.com/route/106065268/little-viper,2.6,Sport,5.10b,1,50.0,37.72482,-83.62612,241,Kentucky,Red River Gorge,Muir Valley,Bruise Brothers Wall,,10.0,
Critters on the Cliff,https://www.mountainproject.com/route/106061920/critters-on-the-cliff,3.0,Sport,5.10c,1,75.0,37.72482,-83.62612,218,Kentucky,Red River Gorge,Muir Valley,Bruise Brothers Wall,,10.0,
Hey There Fancy Pants,https://www.mountainproject.com/route/106064500/hey-there-fancy-pants,2.7,Sport,5.10c,1,55.0,37.72482,-83.62612,212,Kentucky,Red River Gorge,Muir Valley,Bruise Brothers Wall,,10.0,
Workin' For The Weekend,https://www.mountainproject.com/route/106130303/workin-for-the-weekend,2.9,Sport,5.10c,1,70.0,37.72482,-83.62612,277,Kentucky,Red River Gorge,Muir Valley,Bruise Brothers Wall,,10.0,
Don't Take Yer Guns to Town,https://www.mountainproject.com/route/106579371/dont-take-yer-guns-to-town,2.4,Sport,5.10c,1,50.0,37.72482,-83.62612,106,Kentucky,Red River Gorge,Muir Valley,Bruise Brothers Wall,,10.0,
Return of Manimal,https://www.mountainproject.com/route/106061901/return-of-manimal,3.3,Sport,5.10d,1,85.0,37.72482,-83.62612,334,Kentucky,Red River Gorge,Muir Valley,Bruise Brothers Wall,,10.0,
Jungle Trundler,https://www.mountainproject.com/route/106129989/jungle-trundler,2.9,Sport,5.11a,1,60.0,37.72482,-83.62612,169,Kentucky,Red River Gorge,Muir Valley,Bruise Brothers Wall,,11.0,
Rising,https://www.mountainproject.com/route/106302099/rising,2.6,Sport,5.11a,1,50.0,37.72482,-83.62612,174,Kentucky,Red River Gorge,Muir Valley,Bruise Brothers Wall,,11.0,
Virgin Bolter Tag Team,https://www.mountainproject.com/route/106599140/virgin-bolter-tag-team,2.0,Sport,5.10b,1,65.0,37.72324,-83.62607,22,Kentucky,Red River Gorge,Muir Valley,Sunnyside,,10.0,
Machete,https://www.mountainproject.com/route/106599147/machete,2.9,Sport,5.10b,1,65.0,37.72324,-83.62607,163,Kentucky,Red River Gorge,Muir Valley,Sunnyside,,10.0,
Enganche,https://www.mountainproject.com/route/109694699/enganche,2.0,Trad,5.10b,1,60.0,37.72324,-83.62607,1,Kentucky,Red River Gorge,Muir Valley,Sunnyside,,10.0,
Dingo the Gringo,https://www.mountainproject.com/route/107131436/dingo-the-gringo,1.6,Sport,5.10c,1,45.0,37.72324,-83.62607,32,Kentucky,Red River Gorge,Muir Valley,Sunnyside,,10.0,
Some Humans Ain't Human,https://www.mountainproject.com/route/107131450/some-humans-aint-human,2.8,Sport,5.10c,1,50.0,37.72324,-83.62607,75,Kentucky,Red River Gorge,Muir Valley,Sunnyside,,10.0,
Fear or Common Sense,https://www.mountainproject.com/route/106061915/fear-or-common-sense,3.2,Sport,5.11b,1,60.0,37.72324,-83.62607,23,Kentucky,Red River Gorge,Muir Valley,Sunnyside,,11.0,
Weed Eater,https://www.mountainproject.com/route/106937596/weed-eater,3.1,Sport,5.11b,1,75.0,37.72324,-83.62607,84,Kentucky,Red River Gorge,Muir Valley,Sunnyside,,11.0,
BLM,https://www.mountainproject.com/route/113518464/blm,3.5,Sport,5.11c,1,65.0,37.72324,-83.62607,2,Kentucky,Red River Gorge,Muir Valley,Sunnyside,,11.0,
Velvet Revolution,https://www.mountainproject.com/route/107152673/velvet-revolution,3.5,Sport,5.11d,1,100.0,37.72324,-83.62607,15,Kentucky,Red River Gorge,Muir Valley,Sunnyside,,11.0,
Plate Tectonics,https://www.mountainproject.com/route/106065471/plate-tectonics,3.3,Sport,5.10a,1,70.0,37.7301,-83.6318,649,Kentucky,Red River Gorge,Muir Valley,Tectonic Wall,,10.0,
Gettin' Lucky in Kentucky,https://www.mountainproject.com/route/106065461/gettin-lucky-in-kentucky,3.4,Sport,5.10b,1,60.0,37.7301,-83.6318,568,Kentucky,Red River Gorge,Muir Valley,Tectonic Wall,,10.0,
Serpentine,https://www.mountainproject.com/route/110458752/serpentine,2.2,Sport,5.10c,1,50.0,37.7301,-83.6318,23,Kentucky,Red River Gorge,Muir Valley,Tectonic Wall,,10.0,
Fifth Bolt Faith,https://www.mountainproject.com/route/106170048/fifth-bolt-faith,2.9,Sport,5.10c,1,55.0,37.7301,-83.6318,284,Kentucky,Red River Gorge,Muir Valley,Tectonic Wall,,10.0,
Dime a Dozen,https://www.mountainproject.com/route/111170638/dime-a-dozen,2.7,Sport,5.11b,1,50.0,37.7301,-83.6318,26,Kentucky,Red River Gorge,Muir Valley,Tectonic Wall,,11.0,
Tight Lipped,https://www.mountainproject.com/route/111785521/tight-lipped,1.0,Sport,5.10a,1,,37.7282,-83.6353,2,Kentucky,Red River Gorge,Muir Valley,Indy Wall,,10.0,
Peer Pressure,https://www.mountainproject.com/route/114602469/peer-pressure,1.0,Sport,5.10b,1,30.0,37.7282,-83.6353,1,Kentucky,Red River Gorge,Muir Valley,Indy Wall,,10.0,
