Route,Location,URL,Avg Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude,votes
Blue Sky,Bee Branch > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105868158/blue-sky,2.0,Trad,5.8 X,1,35.0,37.8908,-83.7117,1
East Face J Rock,Bee Branch > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105868169/east-face-j-rock,-1.0,Trad,5.9+,1,80.0,37.8908,-83.7117,0
Original Route,Haystack Rock > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105868524/original-route,2.0,Trad,5.2 X,1,35.0,37.835159999999995,-83.67583,1
South East Face,Haystack Rock > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105868503/south-east-face,2.0,Trad,5.3,1,35.0,37.835159999999995,-83.67583,1
Haystack,Haystack Rock > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105868516/haystack,3.0,Trad,5.3 PG13,1,40.0,37.835159999999995,-83.67583,2
Girdle Traverse,Haystack Rock > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105868497/girdle-traverse,2.0,Trad,5.4 X,1,60.0,37.835159999999995,-83.67583,1
Auxier Chimney,Haystack Rock > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105869338/auxier-chimney,1.0,Trad,5.5,1,100.0,37.835159999999995,-83.67583,1
Dirty Rastafarian Scoundrels,Haystack Rock > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105868531/dirty-rastafarian-scoundrels,3.0,Trad,5.6 PG13,1,90.0,37.835159999999995,-83.67583,1
Standard Route,Courthouse Rock > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105866010/standard-route,2.6,Trad,4th,1,90.0,37.84243,-83.67854,13
Warm Up,Courthouse Rock > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105870792/warm-up,2.0,"Trad, TR",5.7 X,1,60.0,37.84243,-83.67854,3
Bolt Route,Courthouse Rock > Red River Gorge > Kentucky,https://www.mountainproject.com/route/112904472/bolt-route,2.0,"Trad, TR",5.9 PG13,1,40.0,37.84243,-83.67854,1
"North Face, aka the Cable Route",North Rock > See Rocks > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105868260/north-face-aka-the-cable-route,1.0,Trad,5.7+ R,1,70.0,37.7886,-83.7474,1
Keyhole Route,Middle Rock > See Rocks > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105868276/keyhole-route,2.0,Trad,5.3,1,70.0,37.7882,-83.7459,1
South Ridge,South Rock > See Rocks > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105868290/south-ridge,1.0,Trad,4th,1,200.0,37.7866,-83.7446,1
Sparkey Goes Crack Climbing,Funk Rock City > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105871970/sparkey-goes-crack-climbing,2.4,Trad,5.6,1,90.0,37.8029,-83.5762,14
Veldhaus Route,Funk Rock City > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105918104/veldhaus-route,1.5,Trad,5.8,1,90.0,37.8029,-83.5762,2
Joe Camel,Funk Rock City > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106383603/joe-camel,2.0,Trad,5.8+,1,50.0,37.8029,-83.5762,17
Trad Wagon,Funk Rock City > Red River Gorge > Kentucky,https://www.mountainproject.com/route/116624227/trad-wagon,2.0,Trad,5.9,1,90.0,37.8029,-83.5762,1
Up Swift Creek Without A Paddle,Funk Rock City > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105869239/up-swift-creek-without-a-paddle,3.4,Trad,5.9,1,90.0,37.8029,-83.5762,44
Rite of Passage,Funk Rock City > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105866429/rite-of-passage,3.0,Trad,5.9+,1,80.0,37.8029,-83.5762,84
Upstream Swimmer,Western Sky Bridge Ridge > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107621644/upstream-swimmer,2.5,Trad,5.9,1,60.0,37.81309,-83.58575,8
Good Times,Eastern Sky Bridge Ridge > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105917970/good-times,3.4,Trad,5.8+,1,100.0,37.81596,-83.58104,60
Drop the Anchor,Eastern Sky Bridge Ridge > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105870321/drop-the-anchor,2.0,Sport,5.9-,1,60.0,37.81596,-83.58104,55
The Underling,Eastern Sky Bridge Ridge > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105867266/the-underling,3.6,Trad,5.9,1,70.0,37.81596,-83.58104,111
No Return,Eastern Sky Bridge Ridge > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105978349/no-return,3.4,Trad,5.9+,1,100.0,37.81596,-83.58104,46
Bongo,Wall of Denial > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105880960/bongo,2.6,Trad,5.6,1,60.0,37.82476,-83.54807,27
Buckeye Testpiece,Wall of Denial > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105880979/buckeye-testpiece,2.1,Trad,5.6 R,1,60.0,37.82476,-83.54807,9
Funhouse,Wall of Denial > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105880996/funhouse,2.9,Trad,5.7,1,80.0,37.82476,-83.54807,18
Pink Panties Pulldown,Wall of Denial > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105880989/pink-panties-pulldown,2.6,Trad,5.7+,1,40.0,37.82476,-83.54807,8
New Red River,Wall of Denial > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105880966/new-red-river,3.1,Trad,5.9,1,70.0,37.82476,-83.54807,8
Strick 9,Wall of Denial > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105880973/strick-9,3.8,Trad,5.9,1,60.0,37.82476,-83.54807,32
Red River Renaissance,Wall of Denial > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106457744/red-river-renaissance,2.8,Trad,5.9,1,45.0,37.82476,-83.54807,10
Hair Of the Dog,Wall of Denial > Red River Gorge > Kentucky,https://www.mountainproject.com/route/112834343/hair-of-the-dog,2.0,Trad,5.9+,1,100.0,37.82476,-83.54807,1
Foxfire,Eagle Point Buttress > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105854070/foxfire,3.2,Trad,5.7 R,5,200.0,37.826209999999996,-83.5621,34
The Hangover Problem,Eagle Point Buttress > Red River Gorge > Kentucky,https://www.mountainproject.com/route/116634306/the-hangover-problem,2.0,Trad,5.8,1,50.0,37.826209999999996,-83.5621,1
Blister in the Sun,Eagle Point Buttress > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106837476/blister-in-the-sun,3.2,"Trad, TR",5.9 PG13,1,85.0,37.826209999999996,-83.5621,5
Day Dreaming,Eagle Point Buttress > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105917914/day-dreaming,3.4,Trad,5.9+,1,80.0,37.826209999999996,-83.5621,11
Twin Cracks,Eagle Point Buttress > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105917918/twin-cracks,2.0,Trad,5.9+,1,80.0,37.826209999999996,-83.5621,2
It Ain't Easy Bein Squeezy,Purple Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107729227/it-aint-easy-bein-squeezy,3.0,Trad,5.6,1,60.0,37.90083,-83.63815,1
Big Crack,Purple Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106840052/big-crack,1.0,Trad,5.6,1,40.0,37.90083,-83.63815,4
Flaring Crack,Purple Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106840059/flaring-crack,2.1,Trad,5.7,1,30.0,37.90083,-83.63815,14
Grunt,Purple Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105891716/grunt,2.4,Trad,5.8-,1,80.0,37.90083,-83.63815,9
Into the Purple Valley,Purple Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105872472/into-the-purple-valley,3.5,Trad,5.8,1,95.0,37.90083,-83.63815,54
Hot Licks and Rhetoric,Purple Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105891720/hot-licks-and-rhetoric,4.0,Trad,5.8 PG13,2,170.0,37.90083,-83.63815,1
Pebbly Poo,Purple Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105872480/pebbly-poo,2.4,Trad,5.9 PG13,1,60.0,37.90083,-83.63815,9
Shish-kebab,Purple Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107718010/shish-kebab,2.0,"Trad, TR",5.9 X,1,60.0,37.90083,-83.63815,1
Over the Hedge,Dip Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105871304/over-the-hedge,1.5,Trad,5.3,1,40.0,37.8927,-83.6519,2
The Grinch,Dip Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105872871/the-grinch,1.9,Trad,5.4,1,35.0,37.8927,-83.6519,10
Whoville,Dip Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105873399/whoville,1.4,Trad,5.6 PG13,1,35.0,37.8927,-83.6519,7
Green Eggs,Dip Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105872434/green-eggs,2.5,Trad,5.7,1,30.0,37.8927,-83.6519,59
Ham,Dip Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105872442/ham,2.2,Trad,5.7,1,30.0,37.8927,-83.6519,65
God Save the Queen,Dip Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106371729/god-save-the-queen,1.9,Trad,5.7,1,45.0,37.8927,-83.6519,14
Theodor Seuss Geisel,Dip Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/110965911/theodor-seuss-geisel,2.0,Trad,5.7,1,40.0,37.8927,-83.6519,3
Seuss is Dead,Dip Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107353501/seuss-is-dead,1.5,Trad,5.7,1,40.0,37.8927,-83.6519,2
Star Bellied Sneeches,Dip Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107574134/star-bellied-sneeches,2.8,Trad,5.8,1,40.0,37.8927,-83.6519,16
Dipstick,Dip Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/113936312/dipstick,0.5,Trad,5.8,1,55.0,37.8927,-83.6519,2
"One Fist, Two Fist, Red Fist, Blue Fist",Dip Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105871488/one-fist-two-fist-red-fist-blue-fist,2.6,Trad,5.8+,1,35.0,37.8927,-83.6519,14
The Lorax Tree,Dip Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107353511/the-lorax-tree,2.9,Trad,5.9+,1,80.0,37.8927,-83.6519,16
Orange Crush,Dip Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/108192500/orange-crush,2.7,Trad,5.9+,1,75.0,37.8927,-83.6519,3
Minas Ithil,Bouldering area > Muscle Beach > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106730242/minas-ithil,1.0,Trad,5.2 R,1,75.0,37.875370000000004,-83.65469,1
Surfin' With Grizz,Main Wall > Muscle Beach > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105880865/surfin-with-grizz,1.7,Trad,5.6,1,60.0,37.87506,-83.654,13
Punch Myself,Main Wall > Muscle Beach > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105880888/punch-myself,2.0,Trad,5.6,2,100.0,37.87506,-83.654,2
Casual Corner,Main Wall > Muscle Beach > Red River Gorge > Kentucky,https://www.mountainproject.com/route/112023714/casual-corner,2.0,Trad,5.6,1,45.0,37.87506,-83.654,2
Mama Told Me Not To Come,Main Wall > Muscle Beach > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105880847/mama-told-me-not-to-come,2.4,Trad,5.7,1,70.0,37.87506,-83.654,16
Woman Trouble,Main Wall > Muscle Beach > Red River Gorge > Kentucky,https://www.mountainproject.com/route/108434200/woman-trouble,1.0,Trad,5.7,1,50.0,37.87506,-83.654,1
Grand Illusion,Main Wall > Muscle Beach > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106447831/grand-illusion,3.1,Trad,5.7,1,60.0,37.87506,-83.654,10
Carnivorous,Main Wall > Muscle Beach > Red River Gorge > Kentucky,https://www.mountainproject.com/route/111797776/carnivorous,2.0,Trad,5.8,1,30.0,37.87506,-83.654,5
Bloody Fingers,Main Wall > Muscle Beach > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106447823/bloody-fingers,1.8,Trad,5.8,1,60.0,37.87506,-83.654,4
Rocket Man,Main Wall > Muscle Beach > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105880881/rocket-man,3.8,Trad,5.8+,2,110.0,37.87506,-83.654,10
Muscle Shoals,Main Wall > Muscle Beach > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106382718/muscle-shoals,2.9,Trad,5.8+,1,40.0,37.87506,-83.654,19
When Gravity Fails,Main Wall > Muscle Beach > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105880857/when-gravity-fails,3.5,Trad,5.9-,1,70.0,37.87506,-83.654,12
Rock Rash,Main Wall > Muscle Beach > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106385186/rock-rash,2.8,Trad,5.9+,1,80.0,37.87506,-83.654,8
Close Encounters with a Wench,Main Wall > Muscle Beach > Red River Gorge > Kentucky,https://www.mountainproject.com/route/111797709/close-encounters-with-a-wench,3.3,Trad,5.9+,1,70.0,37.87506,-83.654,3
Bambi: Caught in the Headlights,Jazz Rock > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105880841/bambi-caught-in-the-headlights,2.0,Trad,5.6,1,40.0,37.8732,-83.6678,1
Piranha,Jazz Rock > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105917878/piranha,2.0,Trad,5.7,1,70.0,37.8732,-83.6678,1
She Loves Me,Willie's Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105869218/she-loves-me,3.0,Trad,5.6,1,80.0,37.87355,-83.66425,1
Missing the Obvious,Willie's Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105869213/missing-the-obvious,2.5,Trad,5.8+ PG13,1,80.0,37.87355,-83.66425,2
Lust At First Sight,Willie's Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105870015/lust-at-first-sight,2.5,Trad,5.9+,1,80.0,37.87355,-83.66425,2
Face Up To That Crack,Left Flank > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105860667/face-up-to-that-crack,2.6,"Trad, Sport",5.8,1,70.0,37.81449,-83.66388,229
Mr. Bungle,Left Flank > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105860693/mr-bungle,2.4,Sport,5.8,1,60.0,37.81449,-83.66388,294
Brother Stair,Left Flank > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105866353/brother-stair,2.0,Sport,5.9+,1,40.0,37.81449,-83.66388,170
Blade Runner (closed),Military Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105870212/blade-runner-closed,2.2,Trad,5.7,1,60.0,37.8159,-83.66918000000001,6
G.I.,Military Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105885179/gi,3.3,Trad,5.7 PG13,2,130.0,37.8159,-83.66918000000001,40
Decay's Way,Military Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105870193/decays-way,2.3,Trad,5.7+ R,1,60.0,37.8159,-83.66918000000001,26
Sunshine,Military Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105891673/sunshine,2.4,Sport,5.9,1,50.0,37.8159,-83.66918000000001,298
Moonbeam,Military Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105891677/moonbeam,2.3,Sport,5.9,1,50.0,37.8159,-83.66918000000001,329
Mercy Miss Percy,Military Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105870271/mercy-miss-percy,1.5,Sport,5.9,1,50.0,37.8159,-83.66918000000001,89
Things That Go Bump In the Night,Military Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105870144/things-that-go-bump-in-the-night,0.7,Trad,5.9+ PG13,1,180.0,37.8159,-83.66918000000001,3
Copperhead,Jewel Pinnacle > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105869356/copperhead,1.9,Trad,5.6,1,60.0,37.83208,-83.61244,7
Diamond in the Crack,Jewel Pinnacle > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105854135/diamond-in-the-crack,3.8,Trad,5.6,2,120.0,37.83208,-83.61244,67
Duke's Day,Pinch Em Tight > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105865736/dukes-day,2.0,Trad,5.6,2,150.0,37.8212,-83.6309,1
Get Outta My Way,Fortress Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/108150461/get-outta-my-way,2.5,Trad,5.2 R,1,40.0,37.83768,-83.64701,6
Bonzo's Revenge,Fortress Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/111084937/bonzos-revenge,1.5,Trad,5.4,1,70.0,37.83768,-83.64701,4
Fortress Grunges,Fortress Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/111084958/fortress-grunges,1.0,Trad,5.4,1,70.0,37.83768,-83.64701,7
American Wall,Fortress Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105889548/american-wall,2.3,Trad,5.5 R,1,60.0,37.83768,-83.64701,51
Calypso III,Fortress Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105919570/calypso-iii,2.4,Trad,5.5,1,60.0,37.83768,-83.64701,152
Route 48,Fortress Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106730087/route-48,2.1,Trad,5.5,1,60.0,37.83768,-83.64701,53
The Turret,Fortress Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106730108/the-turret,1.8,Trad,5.5,1,50.0,37.83768,-83.64701,19
Oozing Couth,Fortress Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/116511923/oozing-couth,3.0,Trad,5.5,1,30.0,37.83768,-83.64701,1
American Crack,Fortress Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105889552/american-crack,2.2,Trad,5.6,1,60.0,37.83768,-83.64701,164
Calypso II,Fortress Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106129702/calypso-ii,2.3,Trad,5.6,1,60.0,37.83768,-83.64701,173
Bedtime for Bonzo,Fortress Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105871977/bedtime-for-bonzo,3.3,Trad,5.6,2,100.0,37.83768,-83.64701,343
Calypso I,Fortress Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106129927/calypso-i,2.7,Trad,5.7,1,60.0,37.83768,-83.64701,123
Party Time,Fortress Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105870326/party-time,3.3,Trad,5.7,2,110.0,37.83768,-83.64701,184
Horny Bitch,Fortress Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105886627/horny-bitch,2.3,Trad,5.8-,1,140.0,37.83768,-83.64701,24
Snake,Fortress Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105919554/snake,3.0,Trad,5.8,1,60.0,37.83768,-83.64701,181
Bombs Bursting,Fortress Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105872466/bombs-bursting,2.7,Trad,5.8,1,60.0,37.83768,-83.64701,85
Blue Runner,Fortress Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105970537/blue-runner,3.3,Trad,5.9 PG13,1,70.0,37.83768,-83.64701,92
Calypso I (direct variation),Fortress Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/116770742/calypso-i-direct-variation,3.0,Trad,5.9,1,60.0,37.83768,-83.64701,1
Scratch Your Face,Fortress Wall > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106045399/scratch-your-face,2.4,Trad,5.9+,1,40.0,37.83768,-83.64701,5
Tomfoolery,Phantasia > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107276677/tomfoolery,1.5,Trad,5.5,1,25.0,37.84495,-83.64369,15
Le Petite Bazaar,Phantasia > Red River Gorge > Kentucky,https://www.mountainproject.com/route/108255417/le-petite-bazaar,1.2,Trad,5.5,1,25.0,37.84495,-83.64369,6
The Gum Traverse,Phantasia > Red River Gorge > Kentucky,https://www.mountainproject.com/route/109121041/the-gum-traverse,0.2,Trad,5.6,2,150.0,37.84495,-83.64369,5
St. Alfonso's,Phantasia > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105963178/st-alfonsos,2.6,Trad,5.7,1,60.0,37.84495,-83.64369,37
Bobsledding,Phantasia > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107525875/bobsledding,2.2,Trad,5.7,1,60.0,37.84495,-83.64369,12
Trogdor's Crack (pending),Phantasia > Red River Gorge > Kentucky,https://www.mountainproject.com/route/113100082/trogdors-crack-pending,1.7,Trad,5.8,1,60.0,37.84495,-83.64369,3
Lord of the Flies,Phantasia > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106149032/lord-of-the-flies,2.0,Sport,5.8,1,40.0,37.84495,-83.64369,199
You Got Served,Phantasia > Red River Gorge > Kentucky,https://www.mountainproject.com/route/108255429/you-got-served,1.3,Trad,5.8,1,60.0,37.84495,-83.64369,9
Attack of the Sand Shark,Phantasia > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106577327/attack-of-the-sand-shark,2.9,Trad,5.9-,1,80.0,37.84495,-83.64369,76
Creature Feature,Phantasia > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105889536/creature-feature,3.2,"Trad, Sport",5.9,1,100.0,37.84495,-83.64369,493
Pogue Ethics,Phantasia > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106149020/pogue-ethics,3.5,Sport,5.9+,1,80.0,37.84495,-83.64369,430
Rockhouse,Half Moon Rock > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106723829/rockhouse,1.3,Trad,5.4 PG13,1,80.0,37.8199,-83.62200000000001,3
Full Moon,Half Moon Rock > Red River Gorge > Kentucky,https://www.mountainproject.com/route/105872766/full-moon,2.8,Trad,5.7,2,100.0,37.8199,-83.62200000000001,4
ED,The Stadium > Muir Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106065125/ed,2.0,Trad,5.7,1,50.0,37.73169,-83.63221,37
Indecision,The Stadium > Muir Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107132444/indecision,2.8,Trad,5.8,1,95.0,37.73169,-83.63221,54
Environmental Imperialism,The Stadium > Muir Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/114369675/environmental-imperialism,2.0,Trad,5.8,1,35.0,37.73169,-83.63221,1
Walk the Line,The Stadium > Muir Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107132457/walk-the-line,2.7,Trad,5.9,1,100.0,37.73169,-83.63221,14
The P. Heist Rockway to Heaven,Bruise Brothers Wall > Muir Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106861600/the-p-heist-rockway-to-heaven,1.6,Trad,5.6,1,60.0,37.72482,-83.62612,20
Pine Needle Shuffle,Bruise Brothers Wall > Muir Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/112222167/pine-needle-shuffle,0.3,Trad,5.6,1,50.0,37.72482,-83.62612,3
CH4,Bruise Brothers Wall > Muir Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106130307/ch4,1.7,Sport,5.7,1,30.0,37.72482,-83.62612,327
The Offering,Bruise Brothers Wall > Muir Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106085047/the-offering,2.6,Sport,5.7,1,45.0,37.72482,-83.62612,260
Immodium AD,Bruise Brothers Wall > Muir Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106579384/immodium-ad,1.3,Trad,5.7,1,30.0,37.72482,-83.62612,43
Dirt In Eye,Bruise Brothers Wall > Muir Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/112222138/dirt-in-eye,1.0,Trad,5.7,1,60.0,37.72482,-83.62612,6
A-Beano,Bruise Brothers Wall > Muir Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106085035/a-beano,1.7,Sport,5.8-,1,30.0,37.72482,-83.62612,237
Sweet Jane,Bruise Brothers Wall > Muir Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106286280/sweet-jane,2.1,Sport,5.8-,1,50.0,37.72482,-83.62612,281
Bee's Business,Bruise Brothers Wall > Muir Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107116591/bees-business,2.4,Sport,5.8,1,60.0,37.72482,-83.62612,296
Ohio Climbing,Bruise Brothers Wall > Muir Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/108524421/ohio-climbing,2.6,Sport,5.8,1,50.0,37.72482,-83.62612,256
Trundling Kentucky,Bruise Brothers Wall > Muir Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107537571/trundling-kentucky,2.1,Sport,5.8,1,50.0,37.72482,-83.62612,202
Put the Best Foot Forward,Bruise Brothers Wall > Muir Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106085039/put-the-best-foot-forward,2.5,"Trad, Sport",5.8,1,55.0,37.72482,-83.62612,93
Redeye Brew,Bruise Brothers Wall > Muir Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106432960/redeye-brew,1.7,Sport,5.8,1,45.0,37.72482,-83.62612,98
Tomthievery (aka The Sultan Returns),Bruise Brothers Wall > Muir Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106600925/tomthievery-aka-the-sultan-returns,1.9,Trad,5.8,1,40.0,37.72482,-83.62612,29
Get on the Good Foot,Bruise Brothers Wall > Muir Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106130298/get-on-the-good-foot,2.1,Trad,5.9-,1,60.0,37.72482,-83.62612,24
Send Me on My Way,Bruise Brothers Wall > Muir Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106085043/send-me-on-my-way,3.1,Sport,5.9-,1,75.0,37.72482,-83.62612,563
Flutterby Blue,Bruise Brothers Wall > Muir Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106712455/flutterby-blue,2.3,Sport,5.9,1,40.0,37.72482,-83.62612,223
Stay Off the Radio Jeff!,Bruise Brothers Wall > Muir Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/107596000/stay-off-the-radio-jeff,2.5,Sport,5.9+,1,50.0,37.72482,-83.62612,226
Velveteen,Sunnyside > Muir Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/108175651/velveteen,2.4,Trad,5.4,1,40.0,37.723240000000004,-83.62607,12
Jacob's Ladder,Sunnyside > Muir Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/108688311/jacobs-ladder,1.9,Sport,5.6,1,40.0,37.723240000000004,-83.62607,56
Baccaus Goes Climbing,Sunnyside > Muir Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106712489/baccaus-goes-climbing,1.8,Trad,5.8,1,45.0,37.723240000000004,-83.62607,6
Kokopeli's Dream,Sunnyside > Muir Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/106574064/kokopelis-dream,2.6,Sport,5.9,1,50.0,37.723240000000004,-83.62607,186
Mini Me,Sunnyside > Muir Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/111745502/mini-me,1.7,Trad,5.9+,1,30.0,37.723240000000004,-83.62607,3
Paraplegic Power,Tectonic Wall > Muir Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/110252082/paraplegic-power,1.6,Trad,5.7,1,60.0,37.7301,-83.6318,16
Continental Drift,Tectonic Wall > Muir Valley > Red River Gorge > Kentucky,https://www.mountainproject.com/route/108087253/continental-drift,2.3,Trad,5.8-,1,80.0,37.7301,-83.6318,14
